,NumberOfCells,Priors,Fitness,Stressor,Parameter,Algorithm,Replicate,Depth,TripletsCorrect
101,400,no_priors,no_fit,char,40,SNJ,8,10,0.615
102,400,no_priors,no_fit,char,40,SNJ,9,0,1.0
103,400,no_priors,no_fit,char,40,SNJ,9,1,1.0
104,400,no_priors,no_fit,char,40,SNJ,9,2,0.564
105,400,no_priors,no_fit,char,40,SNJ,9,3,0.738
106,400,no_priors,no_fit,char,40,SNJ,9,4,0.997
107,400,no_priors,no_fit,char,40,SNJ,9,5,0.929
108,400,no_priors,no_fit,char,40,SNJ,9,6,0.773
109,400,no_priors,no_fit,char,40,SNJ,9,7,0.755
110,400,no_priors,no_fit,char,40,SNJ,9,8,0.763
111,400,no_priors,no_fit,char,40,SNJ,9,9,0.718
112,400,no_priors,no_fit,char,40,SNJ,9,10,0.634
113,400,no_priors,no_fit,char,40,SNJ,10,0,1.0
114,400,no_priors,no_fit,char,40,SNJ,10,1,0.98
115,400,no_priors,no_fit,char,40,SNJ,10,2,1.0
116,400,no_priors,no_fit,char,40,SNJ,10,3,0.59
117,400,no_priors,no_fit,char,40,SNJ,10,4,0.898
118,400,no_priors,no_fit,char,40,SNJ,10,5,0.875
119,400,no_priors,no_fit,char,40,SNJ,10,6,0.725
120,400,no_priors,no_fit,char,40,SNJ,10,7,0.675
121,400,no_priors,no_fit,char,40,SNJ,10,8,0.753
122,400,no_priors,no_fit,char,40,SNJ,10,9,0.884
123,400,no_priors,no_fit,char,40,SNJ,10,10,0.716
124,400,no_priors,no_fit,char,40,SNJ,10,11,0.913
125,400,no_priors,no_fit,char,40,SNJ,10,12,0.526
126,400,no_priors,no_fit,char,40,SNJ,10,13,0.494
127,400,no_priors,no_fit,char,40,SNJ,10,14,0.642
128,400,no_priors,no_fit,char,40,SNJ,11,0,0.721
129,400,no_priors,no_fit,char,40,SNJ,11,1,0.66
130,400,no_priors,no_fit,char,40,SNJ,11,2,0.852
131,400,no_priors,no_fit,char,40,SNJ,11,3,0.975
132,400,no_priors,no_fit,char,40,SNJ,11,4,0.649
133,400,no_priors,no_fit,char,40,SNJ,11,5,0.611
134,400,no_priors,no_fit,char,40,SNJ,11,6,0.683
135,400,no_priors,no_fit,char,40,SNJ,11,7,0.838
136,400,no_priors,no_fit,char,40,SNJ,11,8,0.72
137,400,no_priors,no_fit,char,40,SNJ,11,9,0.932
138,400,no_priors,no_fit,char,40,SNJ,11,10,0.718
139,400,no_priors,no_fit,char,40,SNJ,11,11,0.765
140,400,no_priors,no_fit,char,40,SNJ,11,12,0.747
141,400,no_priors,no_fit,char,40,SNJ,11,13,0.855
142,400,no_priors,no_fit,char,40,SNJ,11,14,0.679
143,400,no_priors,no_fit,char,40,SNJ,12,0,1.0
144,400,no_priors,no_fit,char,40,SNJ,12,1,1.0
145,400,no_priors,no_fit,char,40,SNJ,12,2,0.549
146,400,no_priors,no_fit,char,40,SNJ,12,3,0.79
147,400,no_priors,no_fit,char,40,SNJ,12,4,0.995
148,400,no_priors,no_fit,char,40,SNJ,12,5,0.393
149,400,no_priors,no_fit,char,40,SNJ,12,6,0.364
150,400,no_priors,no_fit,char,40,SNJ,12,7,0.702
151,400,no_priors,no_fit,char,40,SNJ,12,8,0.711
152,400,no_priors,no_fit,char,40,SNJ,12,9,0.934
153,400,no_priors,no_fit,char,40,SNJ,12,10,0.852
154,400,no_priors,no_fit,char,40,SNJ,12,11,0.704
155,400,no_priors,no_fit,char,40,SNJ,12,12,0.66
156,400,no_priors,no_fit,char,40,SNJ,12,13,0.726
157,400,no_priors,no_fit,char,40,SNJ,12,14,0.863
158,400,no_priors,no_fit,char,40,SNJ,12,15,0.751
159,400,no_priors,no_fit,char,40,SNJ,13,0,0.882
160,400,no_priors,no_fit,char,40,SNJ,13,1,0.437
161,400,no_priors,no_fit,char,40,SNJ,13,2,0.808
162,400,no_priors,no_fit,char,40,SNJ,13,3,0.885
163,400,no_priors,no_fit,char,40,SNJ,13,4,0.387
164,400,no_priors,no_fit,char,40,SNJ,13,5,0.364
165,400,no_priors,no_fit,char,40,SNJ,13,6,0.64
166,400,no_priors,no_fit,char,40,SNJ,13,7,0.889
167,400,no_priors,no_fit,char,40,SNJ,13,8,0.863
168,400,no_priors,no_fit,char,40,SNJ,13,9,0.796
169,400,no_priors,no_fit,char,40,SNJ,13,10,0.956
170,400,no_priors,no_fit,char,40,SNJ,13,11,0.736
171,400,no_priors,no_fit,char,40,SNJ,13,12,0.852
172,400,no_priors,no_fit,char,40,SNJ,13,13,0.749
173,400,no_priors,no_fit,char,40,SNJ,13,14,0.698
174,400,no_priors,no_fit,char,40,SNJ,14,0,1.0
175,400,no_priors,no_fit,char,40,SNJ,14,1,0.878
176,400,no_priors,no_fit,char,40,SNJ,14,2,0.649
177,400,no_priors,no_fit,char,40,SNJ,14,3,0.869
178,400,no_priors,no_fit,char,40,SNJ,14,4,0.922
179,400,no_priors,no_fit,char,40,SNJ,14,5,0.959
180,400,no_priors,no_fit,char,40,SNJ,14,6,0.681
181,400,no_priors,no_fit,char,40,SNJ,15,0,1.0
182,400,no_priors,no_fit,char,40,SNJ,15,1,0.864
183,400,no_priors,no_fit,char,40,SNJ,15,2,0.924
184,400,no_priors,no_fit,char,40,SNJ,15,3,0.935
185,400,no_priors,no_fit,char,40,SNJ,15,4,0.882
186,400,no_priors,no_fit,char,40,SNJ,15,5,0.813
187,400,no_priors,no_fit,char,40,SNJ,15,6,0.917
188,400,no_priors,no_fit,char,40,SNJ,15,7,0.535
189,400,no_priors,no_fit,char,40,SNJ,15,8,0.929
190,400,no_priors,no_fit,char,40,SNJ,15,9,0.771
191,400,no_priors,no_fit,char,40,SNJ,16,0,0.758
192,400,no_priors,no_fit,char,40,SNJ,16,1,0.648
193,400,no_priors,no_fit,char,40,SNJ,16,2,0.999
194,400,no_priors,no_fit,char,40,SNJ,16,3,0.97
195,400,no_priors,no_fit,char,40,SNJ,16,4,0.7
196,400,no_priors,no_fit,char,40,SNJ,16,5,0.838
197,400,no_priors,no_fit,char,40,SNJ,16,6,0.865
198,400,no_priors,no_fit,char,40,SNJ,16,7,0.924
199,400,no_priors,no_fit,char,40,SNJ,16,8,0.626
200,400,no_priors,no_fit,char,40,SNJ,17,0,1.0
201,400,no_priors,no_fit,char,40,SNJ,17,1,1.0
202,400,no_priors,no_fit,char,40,SNJ,17,2,0.995
203,400,no_priors,no_fit,char,40,SNJ,17,3,0.903
204,400,no_priors,no_fit,char,40,SNJ,17,4,0.898
205,400,no_priors,no_fit,char,40,SNJ,17,5,0.657
206,400,no_priors,no_fit,char,40,SNJ,17,6,0.905
207,400,no_priors,no_fit,char,40,SNJ,17,7,0.641
208,400,no_priors,no_fit,char,40,SNJ,17,8,0.625
209,400,no_priors,no_fit,char,40,SNJ,17,9,0.6
210,400,no_priors,no_fit,char,40,SNJ,17,10,0.62
211,400,no_priors,no_fit,char,40,SNJ,17,11,0.788
212,400,no_priors,no_fit,char,40,SNJ,17,12,0.855
213,400,no_priors,no_fit,char,40,SNJ,18,0,1.0
214,400,no_priors,no_fit,char,40,SNJ,18,1,0.977
215,400,no_priors,no_fit,char,40,SNJ,18,2,1.0
216,400,no_priors,no_fit,char,40,SNJ,18,3,0.827
217,400,no_priors,no_fit,char,40,SNJ,18,4,0.925
218,400,no_priors,no_fit,char,40,SNJ,18,5,0.927
219,400,no_priors,no_fit,char,40,SNJ,18,6,0.672
220,400,no_priors,no_fit,char,40,SNJ,18,7,0.678
221,400,no_priors,no_fit,char,40,SNJ,19,0,1.0
222,400,no_priors,no_fit,char,40,SNJ,19,1,0.586
223,400,no_priors,no_fit,char,40,SNJ,19,2,0.838
224,400,no_priors,no_fit,char,40,SNJ,19,3,0.972
225,400,no_priors,no_fit,char,40,SNJ,19,4,0.867
226,400,no_priors,no_fit,char,40,SNJ,19,5,0.941
227,400,no_priors,no_fit,char,40,SNJ,19,6,0.67
228,400,no_priors,no_fit,char,40,SNJ,19,7,0.574
229,400,no_priors,no_fit,char,40,SNJ,19,8,0.734
230,400,no_priors,no_fit,char,40,SNJ,19,9,0.91
231,400,no_priors,no_fit,char,40,SNJ,20,0,1.0
232,400,no_priors,no_fit,char,40,SNJ,20,1,0.848
233,400,no_priors,no_fit,char,40,SNJ,20,2,1.0
234,400,no_priors,no_fit,char,40,SNJ,20,3,0.644
235,400,no_priors,no_fit,char,40,SNJ,20,4,0.702
236,400,no_priors,no_fit,char,40,SNJ,20,5,0.977
237,400,no_priors,no_fit,char,40,SNJ,20,6,0.464
238,400,no_priors,no_fit,char,40,SNJ,20,7,0.837
239,400,no_priors,no_fit,char,40,SNJ,20,8,0.958
240,400,no_priors,no_fit,char,40,SNJ,21,0,0.971
241,400,no_priors,no_fit,char,40,SNJ,21,1,1.0
242,400,no_priors,no_fit,char,40,SNJ,21,2,0.644
243,400,no_priors,no_fit,char,40,SNJ,21,3,0.478
244,400,no_priors,no_fit,char,40,SNJ,21,4,0.632
245,400,no_priors,no_fit,char,40,SNJ,21,5,0.694
246,400,no_priors,no_fit,char,40,SNJ,21,6,0.881
247,400,no_priors,no_fit,char,40,SNJ,21,7,0.933
248,400,no_priors,no_fit,char,40,SNJ,21,8,0.651
249,400,no_priors,no_fit,char,40,SNJ,21,9,0.709
250,400,no_priors,no_fit,char,40,SNJ,21,10,0.705
251,400,no_priors,no_fit,char,40,SNJ,21,11,0.716
252,400,no_priors,no_fit,char,40,SNJ,21,12,0.783
253,400,no_priors,no_fit,char,40,SNJ,22,0,0.847
254,400,no_priors,no_fit,char,40,SNJ,22,1,0.931
255,400,no_priors,no_fit,char,40,SNJ,22,2,0.642
256,400,no_priors,no_fit,char,40,SNJ,22,3,0.725
257,400,no_priors,no_fit,char,40,SNJ,22,4,0.992
258,400,no_priors,no_fit,char,40,SNJ,22,5,0.539
259,400,no_priors,no_fit,char,40,SNJ,22,6,0.754
260,400,no_priors,no_fit,char,40,SNJ,22,7,0.842
261,400,no_priors,no_fit,char,40,SNJ,22,8,0.849
262,400,no_priors,no_fit,char,40,SNJ,22,9,0.899
263,400,no_priors,no_fit,char,40,SNJ,22,10,0.873
264,400,no_priors,no_fit,char,40,SNJ,22,11,0.813
265,400,no_priors,no_fit,char,40,SNJ,22,12,0.658
266,400,no_priors,no_fit,char,40,SNJ,22,13,0.802
267,400,no_priors,no_fit,char,40,SNJ,22,14,0.813
268,400,no_priors,no_fit,char,40,SNJ,23,0,1.0
269,400,no_priors,no_fit,char,40,SNJ,23,1,1.0
270,400,no_priors,no_fit,char,40,SNJ,23,2,0.969
271,400,no_priors,no_fit,char,40,SNJ,23,3,0.921
272,400,no_priors,no_fit,char,40,SNJ,23,4,0.695
273,400,no_priors,no_fit,char,40,SNJ,23,5,0.657
274,400,no_priors,no_fit,char,40,SNJ,23,6,0.92
275,400,no_priors,no_fit,char,40,SNJ,23,7,0.906
276,400,no_priors,no_fit,char,40,SNJ,23,8,0.82
277,400,no_priors,no_fit,char,40,SNJ,23,9,0.842
278,400,no_priors,no_fit,char,40,SNJ,23,10,0.799
279,400,no_priors,no_fit,char,40,SNJ,23,11,0.765
280,400,no_priors,no_fit,char,40,SNJ,23,12,0.762
281,400,no_priors,no_fit,char,40,SNJ,24,0,1.0
282,400,no_priors,no_fit,char,40,SNJ,24,1,1.0
283,400,no_priors,no_fit,char,40,SNJ,24,2,0.722
284,400,no_priors,no_fit,char,40,SNJ,24,3,0.988
285,400,no_priors,no_fit,char,40,SNJ,24,4,0.999
286,400,no_priors,no_fit,char,40,SNJ,24,5,0.445
287,400,no_priors,no_fit,char,40,SNJ,24,6,0.607
288,400,no_priors,no_fit,char,40,SNJ,24,7,0.941
289,400,no_priors,no_fit,char,40,SNJ,24,8,0.873
290,400,no_priors,no_fit,char,40,SNJ,24,9,0.945
291,400,no_priors,no_fit,char,40,SNJ,24,10,0.404
292,400,no_priors,no_fit,char,40,SNJ,25,0,1.0
293,400,no_priors,no_fit,char,40,SNJ,25,1,0.594
294,400,no_priors,no_fit,char,40,SNJ,25,2,0.998
295,400,no_priors,no_fit,char,40,SNJ,25,3,0.932
296,400,no_priors,no_fit,char,40,SNJ,25,4,0.83
297,400,no_priors,no_fit,char,40,SNJ,25,5,0.889
298,400,no_priors,no_fit,char,40,SNJ,25,6,0.981
299,400,no_priors,no_fit,char,40,SNJ,25,7,0.711
300,400,no_priors,no_fit,char,40,SNJ,25,8,0.485
301,400,no_priors,no_fit,char,40,SNJ,26,0,1.0
302,400,no_priors,no_fit,char,40,SNJ,26,1,0.78
303,400,no_priors,no_fit,char,40,SNJ,26,2,1.0
304,400,no_priors,no_fit,char,40,SNJ,26,3,0.772
305,400,no_priors,no_fit,char,40,SNJ,26,4,0.886
306,400,no_priors,no_fit,char,40,SNJ,26,5,0.977
307,400,no_priors,no_fit,char,40,SNJ,26,6,0.574
308,400,no_priors,no_fit,char,40,SNJ,26,7,0.905
309,400,no_priors,no_fit,char,40,SNJ,26,8,0.963
310,400,no_priors,no_fit,char,40,SNJ,26,9,0.958
311,400,no_priors,no_fit,char,40,SNJ,26,10,0.761
312,400,no_priors,no_fit,char,40,SNJ,26,11,0.883
313,400,no_priors,no_fit,char,40,SNJ,27,0,1.0
314,400,no_priors,no_fit,char,40,SNJ,27,1,0.833
315,400,no_priors,no_fit,char,40,SNJ,27,2,0.995
316,400,no_priors,no_fit,char,40,SNJ,27,3,1.0
317,400,no_priors,no_fit,char,40,SNJ,27,4,0.886
318,400,no_priors,no_fit,char,40,SNJ,27,5,0.982
319,400,no_priors,no_fit,char,40,SNJ,27,6,0.987
320,400,no_priors,no_fit,char,40,SNJ,27,7,0.742
321,400,no_priors,no_fit,char,40,SNJ,27,8,0.908
322,400,no_priors,no_fit,char,40,SNJ,27,9,0.608
323,400,no_priors,no_fit,char,40,SNJ,27,10,0.934
324,400,no_priors,no_fit,char,40,SNJ,27,11,0.432
325,400,no_priors,no_fit,char,40,SNJ,27,12,0.602
326,400,no_priors,no_fit,char,40,SNJ,28,0,1.0
327,400,no_priors,no_fit,char,40,SNJ,28,1,0.858
328,400,no_priors,no_fit,char,40,SNJ,28,2,1.0
329,400,no_priors,no_fit,char,40,SNJ,28,3,0.877
330,400,no_priors,no_fit,char,40,SNJ,28,4,0.604
331,400,no_priors,no_fit,char,40,SNJ,28,5,0.94
332,400,no_priors,no_fit,char,40,SNJ,28,6,0.853
333,400,no_priors,no_fit,char,40,SNJ,28,7,0.915
334,400,no_priors,no_fit,char,40,SNJ,28,8,0.826
335,400,no_priors,no_fit,char,40,SNJ,28,9,0.826
336,400,no_priors,no_fit,char,40,SNJ,28,10,0.864
337,400,no_priors,no_fit,char,40,SNJ,29,0,1.0
338,400,no_priors,no_fit,char,40,SNJ,29,1,0.569
339,400,no_priors,no_fit,char,40,SNJ,29,2,0.799
340,400,no_priors,no_fit,char,40,SNJ,29,3,0.998
341,400,no_priors,no_fit,char,40,SNJ,29,4,0.712
342,400,no_priors,no_fit,char,40,SNJ,29,5,0.811
343,400,no_priors,no_fit,char,40,SNJ,29,6,0.965
