,NumberOfCells,Priors,Fitness,Stressor,Parameter,Algorithm,Replicate,Depth,TripletsCorrect
296,400,no_priors,no_fit,char,40,SNJ,23,7,0.471
297,400,no_priors,no_fit,char,40,SNJ,23,8,0.38
298,400,no_priors,no_fit,char,40,SNJ,23,9,0.548
299,400,no_priors,no_fit,char,40,SNJ,23,10,0.644
300,400,no_priors,no_fit,char,40,SNJ,24,0,0.075
301,400,no_priors,no_fit,char,40,SNJ,24,1,0.167
302,400,no_priors,no_fit,char,40,SNJ,24,2,0.225
303,400,no_priors,no_fit,char,40,SNJ,24,3,0.482
304,400,no_priors,no_fit,char,40,SNJ,24,4,0.366
305,400,no_priors,no_fit,char,40,SNJ,24,5,0.563
306,400,no_priors,no_fit,char,40,SNJ,24,6,0.582
307,400,no_priors,no_fit,char,40,SNJ,24,7,0.408
308,400,no_priors,no_fit,char,40,SNJ,24,8,0.49
309,400,no_priors,no_fit,char,40,SNJ,24,9,0.61
310,400,no_priors,no_fit,char,40,SNJ,24,10,0.53
311,400,no_priors,no_fit,char,40,SNJ,24,11,0.468
312,400,no_priors,no_fit,char,40,SNJ,24,12,0.696
313,400,no_priors,no_fit,char,40,SNJ,25,0,0.209
314,400,no_priors,no_fit,char,40,SNJ,25,1,0.266
315,400,no_priors,no_fit,char,40,SNJ,25,2,0.351
316,400,no_priors,no_fit,char,40,SNJ,25,3,0.588
317,400,no_priors,no_fit,char,40,SNJ,25,4,0.773
318,400,no_priors,no_fit,char,40,SNJ,25,5,0.871
319,400,no_priors,no_fit,char,40,SNJ,25,6,0.429
320,400,no_priors,no_fit,char,40,SNJ,25,7,0.71
321,400,no_priors,no_fit,char,40,SNJ,25,8,0.601
322,400,no_priors,no_fit,char,40,SNJ,25,9,0.61
323,400,no_priors,no_fit,char,40,SNJ,25,10,0.609
324,400,no_priors,no_fit,char,40,SNJ,26,0,0.294
325,400,no_priors,no_fit,char,40,SNJ,26,1,0.584
326,400,no_priors,no_fit,char,40,SNJ,26,2,0.821
327,400,no_priors,no_fit,char,40,SNJ,26,3,0.742
328,400,no_priors,no_fit,char,40,SNJ,26,4,0.703
329,400,no_priors,no_fit,char,40,SNJ,26,5,0.662
330,400,no_priors,no_fit,char,40,SNJ,26,6,0.449
331,400,no_priors,no_fit,char,40,SNJ,26,7,0.475
332,400,no_priors,no_fit,char,40,SNJ,26,8,0.489
333,400,no_priors,no_fit,char,40,SNJ,26,9,0.52
334,400,no_priors,no_fit,char,40,SNJ,26,10,0.381
335,400,no_priors,no_fit,char,40,SNJ,27,0,0.864
336,400,no_priors,no_fit,char,40,SNJ,27,1,0.433
337,400,no_priors,no_fit,char,40,SNJ,27,2,0.447
338,400,no_priors,no_fit,char,40,SNJ,27,3,0.444
339,400,no_priors,no_fit,char,40,SNJ,27,4,0.596
340,400,no_priors,no_fit,char,40,SNJ,27,5,0.395
341,400,no_priors,no_fit,char,40,SNJ,27,6,0.818
